Caller Type,Caller Type Words,Caller Tag,Caller Tag Words,Caller Method,Caller Method Words,Caller Super Types,Calling Super Types Words,Called  Type,Called Type Words,Called  Tagged Type,Called Tagged Type Words,Called Method,Called Method Words
mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,failed,failed,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene,mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,setChatBoxText,set:chat:box:text
mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,failed,failed,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene,mp.bridgeSceneFigures.ABridgeScene,a:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,getGuard,get:guard
mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,failed,failed,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene,mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,move,move
mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,failed,failed,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene,mp.bridgeSceneFigures.ABridgeScene,a:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,getGuard,get:guard
mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,scroll,scroll,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene,$(,none,(,none,move,move
mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,scroll,scroll,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene,mp.bridgeSceneFigures.ABridgeScene,a:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,getArthur,get:arthur
mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,scroll,scroll,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene,$(,none,(,none,move,move
mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,scroll,scroll,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene,mp.bridgeSceneFigures.ABridgeScene,a:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,getGalahad,get:galahad
mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,scroll,scroll,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene,$(,none,(,none,move,move
mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,scroll,scroll,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene,mp.bridgeSceneFigures.ABridgeScene,a:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,getGuard,get:guard
mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,scroll,scroll,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene,$(,none,(,none,move,move
mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,scroll,scroll,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene,mp.bridgeSceneFigures.ABridgeScene,a:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,getLancelot,get:lancelot
mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,scroll,scroll,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene,$(,none,(,none,move,move
mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,scroll,scroll,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene,mp.bridgeSceneFigures.ABridgeScene,a:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,getRobin,get:robin
mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,scroll,scroll,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene,$(,none,(,none,move,move
mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,scroll,scroll,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene,mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,getGorge,get:gorge
mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,scroll,scroll,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene,$(,none,(,none,move,move
mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,scroll,scroll,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene,mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,getKnightArea,get:knight:area
mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,scroll,scroll,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene,$(,none,(,none,move,move
mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,scroll,scroll,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene,mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,getGuardArea,get:guard:area
mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,registerListener,register:listener,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene,mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,registerListener,register:listener
mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,registerListener,register:listener,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene,mp.bridgeSceneFigures.ABridgeScene,a:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,getArthur,get:arthur
mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,registerListener,register:listener,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene,mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,registerListener,register:listener
mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,registerListener,register:listener,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene,mp.bridgeSceneFigures.ABridgeScene,a:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,getGalahad,get:galahad
mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,registerListener,register:listener,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene,mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,registerListener,register:listener
mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,registerListener,register:listener,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene,mp.bridgeSceneFigures.ABridgeScene,a:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,getGuard,get:guard
mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,registerListener,register:listener,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene,mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,registerListener,register:listener
mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,registerListener,register:listener,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene,mp.bridgeSceneFigures.ABridgeScene,a:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,getLancelot,get:lancelot
mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,registerListener,register:listener,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene,mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,registerListener,register:listener
mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,registerListener,register:listener,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene,mp.bridgeSceneFigures.ABridgeScene,a:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,getRobin,get:robin
mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,registerListener,register:listener,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene,mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,registerListener,register:listener
mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,registerListener,register:listener,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene,mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,getKnightArea,get:knight:area
mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,registerListener,register:listener,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene,mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,registerListener,register:listener
mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,registerListener,register:listener,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene,mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,getGuardArea,get:guard:area
mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,registerListener,register:listener,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene,mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,registerListener,register:listener
mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,registerListener,register:listener,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene,mp.bridgeSceneFigures.ABetterBridgeScene,a:better:bridge:scene,@Comp301Tags.BRIDGE_SCENE,comp:tags:bridge:scene,getGorge,get:gorge
mp.bridgeSceneFigures.AnAvatarPainter,an:avatar:painter,@Comp301Tags.PAINT_LISTENER,comp:tags:paint:listener,listenTo,listen:to,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene:comp:tags:paint:listener:property:change:listener:event:listener,mp.bridgeSceneFigures.Avatar,avatar,@Comp301Tags.AVATAR,comp:tags:avatar,registerListener,register:listener
mp.bridgeSceneFigures.AnAvatarPainter,an:avatar:painter,@Comp301Tags.PAINT_LISTENER,comp:tags:paint:listener,paint,paint,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene:comp:tags:paint:listener:property:change:listener:event:listener,mp.bridgeSceneFigures.AnAvatarPainter,an:avatar:painter,@Comp301Tags.PAINT_LISTENER,comp:tags:paint:listener,paint,paint
mp.bridgeSceneFigures.AnAvatarPainter,an:avatar:painter,@Comp301Tags.PAINT_LISTENER,comp:tags:paint:listener,paint,paint,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene:comp:tags:paint:listener:property:change:listener:event:listener,mp.bridgeSceneFigures.Avatar,avatar,@Comp301Tags.AVATAR,comp:tags:avatar,getSpine,get:spine
mp.bridgeSceneFigures.AnAvatarPainter,an:avatar:painter,@Comp301Tags.PAINT_LISTENER,comp:tags:paint:listener,paint,paint,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene:comp:tags:paint:listener:property:change:listener:event:listener,mp.bridgeSceneFigures.AnAvatarPainter,an:avatar:painter,@Comp301Tags.PAINT_LISTENER,comp:tags:paint:listener,paint,paint
mp.bridgeSceneFigures.AnAvatarPainter,an:avatar:painter,@Comp301Tags.PAINT_LISTENER,comp:tags:paint:listener,paint,paint,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene:comp:tags:paint:listener:property:change:listener:event:listener,mp.bridgeSceneFigures.Avatar,avatar,@Comp301Tags.AVATAR,comp:tags:avatar,getLegs,get:legs
mp.bridgeSceneFigures.AnAvatarPainter,an:avatar:painter,@Comp301Tags.PAINT_LISTENER,comp:tags:paint:listener,paint,paint,@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.BRIDGE_SCENE:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener,comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:bridge:scene:comp:tags:bridge:scene:comp:tags:paint:listener:property:change:listener:event:listener,mp.bridgeSceneFigures.AnAvatarPainter,an:avatar:painter,@Comp301Tags.PAINT_LISTENER,comp:tags:paint:listener,paint,paint
